Vendor,GRAPHTEC Corporation
Model,"GL980"
Version,"Ver1.38"
MaxCH,8
Logic/Pulse,Off
Sampling interval,1s
Total Data Points,3640      
Trigger,0         
Start time,2025-02-20,16:09:51
End time,2025-02-20,17:10:30
Trigger time,2025-02-20,16:09:51
AMP settings
CH,SignalName,Amp,Input,Range,Filter,SpanUpper,SpanLower,Unit,Color,,,Line,Scaling settings,Input Upper,Input Lower,Output Upper,Output Lower,Unit
CH1,"V_batt",M,DC,10V,50KHz,+5.000,-5.000, V,28,5,6,0
CH2,"I_batt",M,DC,10V,50KHz,+5.000,-5.000, V,0,13,23,0
CH,SignalName,Input,Slope,Filter,Span,,Unit,Color,,,Line
Data
Number,Date,Time,ms,CH1,CH2,Alarm1-8,AlarmOut
NO.,Date,Time,ms," V"," V","A12345678","AO1234"
332,2025-02-20,16:15:22,0,+4.007,-0.459,LLLLLLLL,LLLL
333,2025-02-20,16:15:23,0,+4.008,-0.456,LLLLLLLL,LLLL
334,2025-02-20,16:15:24,0,+4.008,-0.459,LLLLLLLL,LLLL
335,2025-02-20,16:15:25,0,+4.006,-0.456,LLLLLLLL,LLLL
336,2025-02-20,16:15:26,0,+4.008,-0.457,LLLLLLLL,LLLL
337,2025-02-20,16:15:27,0,+4.006,-0.456,LLLLLLLL,LLLL
338,2025-02-20,16:15:28,0,+4.006,-0.456,LLLLLLLL,LLLL
339,2025-02-20,16:15:29,0,+4.007,-0.456,LLLLLLLL,LLLL
340,2025-02-20,16:15:30,0,+4.006,-0.456,LLLLLLLL,LLLL
341,2025-02-20,16:15:31,0,+4.004,-0.457,LLLLLLLL,LLLL
342,2025-02-20,16:15:32,0,+4.008,-0.456,LLLLLLLL,LLLL
343,2025-02-20,16:15:33,0,+4.007,-0.458,LLLLLLLL,LLLL
344,2025-02-20,16:15:34,0,+4.005,-0.458,LLLLLLLL,LLLL
345,2025-02-20,16:15:35,0,+4.005,-0.457,LLLLLLLL,LLLL
346,2025-02-20,16:15:36,0,+4.004,-0.457,LLLLLLLL,LLLL
347,2025-02-20,16:15:37,0,+4.008,-0.458,LLLLLLLL,LLLL
348,2025-02-20,16:15:38,0,+4.005,-0.459,LLLLLLLL,LLLL
349,2025-02-20,16:15:39,0,+4.005,-0.456,LLLLLLLL,LLLL
350,2025-02-20,16:15:40,0,+4.007,-0.458,LLLLLLLL,LLLL
351,2025-02-20,16:15:41,0,+4.005,-0.459,LLLLLLLL,LLLL
352,2025-02-20,16:15:42,0,+4.003,-0.458,LLLLLLLL,LLLL
353,2025-02-20,16:15:43,0,+4.005,-0.456,LLLLLLLL,LLLL
354,2025-02-20,16:15:44,0,+4.004,-0.456,LLLLLLLL,LLLL
355,2025-02-20,16:15:45,0,+4.004,-0.461,LLLLLLLL,LLLL
356,2025-02-20,16:15:46,0,+4.003,-0.456,LLLLLLLL,LLLL
357,2025-02-20,16:15:47,0,+4.003,-0.456,LLLLLLLL,LLLL
358,2025-02-20,16:15:48,0,+4.005,-0.458,LLLLLLLL,LLLL
359,2025-02-20,16:15:49,0,+4.003,-0.456,LLLLLLLL,LLLL
360,2025-02-20,16:15:50,0,+4.003,-0.457,LLLLLLLL,LLLL
361,2025-02-20,16:15:51,0,+4.003,-0.458,LLLLLLLL,LLLL
362,2025-02-20,16:15:52,0,+4.001,-0.458,LLLLLLLL,LLLL
363,2025-02-20,16:15:53,0,+4.003,-0.458,LLLLLLLL,LLLL
364,2025-02-20,16:15:54,0,+4.002,-0.457,LLLLLLLL,LLLL
365,2025-02-20,16:15:55,0,+4.001,-0.455,LLLLLLLL,LLLL
366,2025-02-20,16:15:56,0,+3.999,-0.458,LLLLLLLL,LLLL
367,2025-02-20,16:15:57,0,+4.003,-0.458,LLLLLLLL,LLLL
368,2025-02-20,16:15:58,0,+3.999,-0.460,LLLLLLLL,LLLL
369,2025-02-20,16:15:59,0,+4.002,-0.458,LLLLLLLL,LLLL
370,2025-02-20,16:16:00,0,+4.001,-0.457,LLLLLLLL,LLLL
371,2025-02-20,16:16:01,0,+4.002,-0.456,LLLLLLLL,LLLL
372,2025-02-20,16:16:02,0,+4.000,-0.457,LLLLLLLL,LLLL
373,2025-02-20,16:16:03,0,+4.000,-0.456,LLLLLLLL,LLLL
374,2025-02-20,16:16:04,0,+4.002,-0.458,LLLLLLLL,LLLL
375,2025-02-20,16:16:05,0,+3.999,-0.457,LLLLLLLL,LLLL
376,2025-02-20,16:16:06,0,+3.999,-0.456,LLLLLLLL,LLLL
377,2025-02-20,16:16:07,0,+4.000,-0.456,LLLLLLLL,LLLL
378,2025-02-20,16:16:08,0,+3.998,-0.456,LLLLLLLL,LLLL
379,2025-02-20,16:16:09,0,+3.997,-0.453,LLLLLLLL,LLLL
380,2025-02-20,16:16:10,0,+3.999,-0.456,LLLLLLLL,LLLL
381,2025-02-20,16:16:11,0,+3.998,-0.459,LLLLLLLL,LLLL
382,2025-02-20,16:16:12,0,+3.998,-0.456,LLLLLLLL,LLLL
383,2025-02-20,16:16:13,0,+3.998,-0.456,LLLLLLLL,LLLL
384,2025-02-20,16:16:14,0,+3.998,-0.460,LLLLLLLL,LLLL
385,2025-02-20,16:16:15,0,+3.998,-0.456,LLLLLLLL,LLLL
386,2025-02-20,16:16:16,0,+3.998,-0.460,LLLLLLLL,LLLL
387,2025-02-20,16:16:17,0,+3.997,-0.458,LLLLLLLL,LLLL
388,2025-02-20,16:16:18,0,+3.997,-0.458,LLLLLLLL,LLLL
389,2025-02-20,16:16:19,0,+3.995,-0.457,LLLLLLLL,LLLL
390,2025-02-20,16:16:20,0,+3.995,-0.458,LLLLLLLL,LLLL
391,2025-02-20,16:16:21,0,+3.995,-0.456,LLLLLLLL,LLLL
392,2025-02-20,16:16:22,0,+3.996,-0.459,LLLLLLLL,LLLL
393,2025-02-20,16:16:23,0,+3.994,-0.458,LLLLLLLL,LLLL
394,2025-02-20,16:16:24,0,+3.996,-0.455,LLLLLLLL,LLLL
395,2025-02-20,16:16:25,0,+3.994,-0.457,LLLLLLLL,LLLL
396,2025-02-20,16:16:26,0,+3.994,-0.456,LLLLLLLL,LLLL
397,2025-02-20,16:16:27,0,+3.994,-0.456,LLLLLLLL,LLLL
398,2025-02-20,16:16:28,0,+3.996,-0.455,LLLLLLLL,LLLL
399,2025-02-20,16:16:29,0,+3.994,-0.458,LLLLLLLL,LLLL
400,2025-02-20,16:16:30,0,+3.996,-0.459,LLLLLLLL,LLLL
401,2025-02-20,16:16:31,0,+3.995,-0.458,LLLLLLLL,LLLL
402,2025-02-20,16:16:32,0,+3.994,-0.459,LLLLLLLL,LLLL
403,2025-02-20,16:16:33,0,+3.994,-0.458,LLLLLLLL,LLLL
404,2025-02-20,16:16:34,0,+3.994,-0.458,LLLLLLLL,LLLL
405,2025-02-20,16:16:35,0,+3.994,-0.458,LLLLLLLL,LLLL
406,2025-02-20,16:16:36,0,+3.994,-0.458,LLLLLLLL,LLLL
407,2025-02-20,16:16:37,0,+3.994,-0.457,LLLLLLLL,LLLL
408,2025-02-20,16:16:38,0,+3.996,-0.456,LLLLLLLL,LLLL
409,2025-02-20,16:16:39,0,+3.994,-0.455,LLLLLLLL,LLLL
410,2025-02-20,16:16:40,0,+3.991,-0.458,LLLLLLLL,LLLL
411,2025-02-20,16:16:41,0,+3.997,-0.456,LLLLLLLL,LLLL
412,2025-02-20,16:16:42,0,+3.994,-0.456,LLLLLLLL,LLLL
413,2025-02-20,16:16:43,0,+3.994,-0.455,LLLLLLLL,LLLL
414,2025-02-20,16:16:44,0,+3.992,-0.458,LLLLLLLL,LLLL
415,2025-02-20,16:16:45,0,+3.994,-0.456,LLLLLLLL,LLLL
416,2025-02-20,16:16:46,0,+3.993,-0.459,LLLLLLLL,LLLL
417,2025-02-20,16:16:47,0,+3.994,-0.456,LLLLLLLL,LLLL
418,2025-02-20,16:16:48,0,+3.989,-0.459,LLLLLLLL,LLLL
419,2025-02-20,16:16:49,0,+3.990,-0.458,LLLLLLLL,LLLL
420,2025-02-20,16:16:50,0,+3.992,-0.458,LLLLLLLL,LLLL
421,2025-02-20,16:16:51,0,+3.991,-0.457,LLLLLLLL,LLLL
422,2025-02-20,16:16:52,0,+3.990,-0.457,LLLLLLLL,LLLL
423,2025-02-20,16:16:53,0,+3.991,-0.456,LLLLLLLL,LLLL
424,2025-02-20,16:16:54,0,+3.991,-0.455,LLLLLLLL,LLLL
425,2025-02-20,16:16:55,0,+3.990,-0.456,LLLLLLLL,LLLL
426,2025-02-20,16:16:56,0,+3.991,-0.455,LLLLLLLL,LLLL
427,2025-02-20,16:16:57,0,+3.988,-0.457,LLLLLLLL,LLLL
428,2025-02-20,16:16:58,0,+3.990,-0.460,LLLLLLLL,LLLL
429,2025-02-20,16:16:59,0,+3.988,-0.457,LLLLLLLL,LLLL
430,2025-02-20,16:17:00,0,+3.989,-0.458,LLLLLLLL,LLLL
431,2025-02-20,16:17:01,0,+3.987,-0.458,LLLLLLLL,LLLL
432,2025-02-20,16:17:02,0,+3.986,-0.458,LLLLLLLL,LLLL
433,2025-02-20,16:17:03,0,+3.989,-0.458,LLLLLLLL,LLLL
434,2025-02-20,16:17:04,0,+3.985,-0.460,LLLLLLLL,LLLL
435,2025-02-20,16:17:05,0,+3.987,-0.458,LLLLLLLL,LLLL
436,2025-02-20,16:17:06,0,+3.989,-0.461,LLLLLLLL,LLLL
437,2025-02-20,16:17:07,0,+3.987,-0.457,LLLLLLLL,LLLL
438,2025-02-20,16:17:08,0,+3.986,-0.456,LLLLLLLL,LLLL
439,2025-02-20,16:17:09,0,+3.986,-0.459,LLLLLLLL,LLLL
440,2025-02-20,16:17:10,0,+3.986,-0.458,LLLLLLLL,LLLL
441,2025-02-20,16:17:11,0,+3.986,-0.459,LLLLLLLL,LLLL
442,2025-02-20,16:17:12,0,+3.985,-0.458,LLLLLLLL,LLLL
443,2025-02-20,16:17:13,0,+3.985,-0.458,LLLLLLLL,LLLL
444,2025-02-20,16:17:14,0,+3.984,-0.457,LLLLLLLL,LLLL
445,2025-02-20,16:17:15,0,+3.985,-0.456,LLLLLLLL,LLLL
446,2025-02-20,16:17:16,0,+3.987,-0.457,LLLLLLLL,LLLL
447,2025-02-20,16:17:17,0,+3.985,-0.460,LLLLLLLL,LLLL
448,2025-02-20,16:17:18,0,+3.986,-0.456,LLLLLLLL,LLLL
449,2025-02-20,16:17:19,0,+3.990,-0.456,LLLLLLLL,LLLL
450,2025-02-20,16:17:20,0,+3.986,-0.458,LLLLLLLL,LLLL
451,2025-02-20,16:17:21,0,+3.985,-0.455,LLLLLLLL,LLLL
452,2025-02-20,16:17:22,0,+3.986,-0.456,LLLLLLLL,LLLL
453,2025-02-20,16:17:23,0,+3.986,-0.457,LLLLLLLL,LLLL
454,2025-02-20,16:17:24,0,+3.985,-0.459,LLLLLLLL,LLLL
455,2025-02-20,16:17:25,0,+3.985,-0.457,LLLLLLLL,LLLL
456,2025-02-20,16:17:26,0,+3.985,-0.458,LLLLLLLL,LLLL
457,2025-02-20,16:17:27,0,+3.984,-0.457,LLLLLLLL,LLLL
458,2025-02-20,16:17:28,0,+3.985,-0.457,LLLLLLLL,LLLL
459,2025-02-20,16:17:29,0,+3.983,-0.456,LLLLLLLL,LLLL
460,2025-02-20,16:17:30,0,+3.985,-0.456,LLLLLLLL,LLLL
461,2025-02-20,16:17:31,0,+3.985,-0.456,LLLLLLLL,LLLL
462,2025-02-20,16:17:32,0,+3.984,-0.456,LLLLLLLL,LLLL
463,2025-02-20,16:17:33,0,+3.983,-0.458,LLLLLLLL,LLLL
464,2025-02-20,16:17:34,0,+3.986,-0.457,LLLLLLLL,LLLL
465,2025-02-20,16:17:35,0,+3.983,-0.455,LLLLLLLL,LLLL
466,2025-02-20,16:17:36,0,+3.984,-0.456,LLLLLLLL,LLLL
467,2025-02-20,16:17:37,0,+3.983,-0.454,LLLLLLLL,LLLL
468,2025-02-20,16:17:38,0,+3.982,-0.457,LLLLLLLL,LLLL
469,2025-02-20,16:17:39,0,+3.983,-0.457,LLLLLLLL,LLLL
470,2025-02-20,16:17:40,0,+3.983,-0.456,LLLLLLLL,LLLL
471,2025-02-20,16:17:41,0,+3.986,-0.453,LLLLLLLL,LLLL
472,2025-02-20,16:17:42,0,+3.982,-0.457,LLLLLLLL,LLLL
473,2025-02-20,16:17:43,0,+3.983,-0.458,LLLLLLLL,LLLL
474,2025-02-20,16:17:44,0,+3.982,-0.456,LLLLLLLL,LLLL
475,2025-02-20,16:17:45,0,+3.982,-0.456,LLLLLLLL,LLLL
476,2025-02-20,16:17:46,0,+3.982,-0.457,LLLLLLLL,LLLL
477,2025-02-20,16:17:47,0,+3.982,-0.457,LLLLLLLL,LLLL
478,2025-02-20,16:17:48,0,+3.981,-0.458,LLLLLLLL,LLLL
479,2025-02-20,16:17:49,0,+3.981,-0.459,LLLLLLLL,LLLL
480,2025-02-20,16:17:50,0,+3.979,-0.456,LLLLLLLL,LLLL
481,2025-02-20,16:17:51,0,+3.982,-0.456,LLLLLLLL,LLLL
482,2025-02-20,16:17:52,0,+3.982,-0.458,LLLLLLLL,LLLL
483,2025-02-20,16:17:53,0,+3.981,-0.458,LLLLLLLL,LLLL
484,2025-02-20,16:17:54,0,+3.982,-0.457,LLLLLLLL,LLLL
485,2025-02-20,16:17:55,0,+3.982,-0.456,LLLLLLLL,LLLL
486,2025-02-20,16:17:56,0,+3.981,-0.456,LLLLLLLL,LLLL
487,2025-02-20,16:17:57,0,+3.981,-0.455,LLLLLLLL,LLLL
488,2025-02-20,16:17:58,0,+3.980,-0.459,LLLLLLLL,LLLL
489,2025-02-20,16:17:59,0,+3.981,-0.458,LLLLLLLL,LLLL
490,2025-02-20,16:18:00,0,+3.979,-0.460,LLLLLLLL,LLLL
491,2025-02-20,16:18:01,0,+3.981,-0.458,LLLLLLLL,LLLL
492,2025-02-20,16:18:02,0,+3.981,-0.455,LLLLLLLL,LLLL
493,2025-02-20,16:18:03,0,+3.979,-0.456,LLLLLLLL,LLLL
494,2025-02-20,16:18:04,0,+3.979,-0.457,LLLLLLLL,LLLL
495,2025-02-20,16:18:05,0,+3.979,-0.457,LLLLLLLL,LLLL
496,2025-02-20,16:18:06,0,+3.979,-0.457,LLLLLLLL,LLLL
497,2025-02-20,16:18:07,0,+3.979,-0.458,LLLLLLLL,LLLL
498,2025-02-20,16:18:08,0,+3.978,-0.458,LLLLLLLL,LLLL
499,2025-02-20,16:18:09,0,+3.979,-0.457,LLLLLLLL,LLLL
500,2025-02-20,16:18:10,0,+3.977,-0.457,LLLLLLLL,LLLL
501,2025-02-20,16:18:11,0,+3.978,-0.458,LLLLLLLL,LLLL
502,2025-02-20,16:18:12,0,+3.977,-0.457,LLLLLLLL,LLLL
503,2025-02-20,16:18:13,0,+3.977,-0.457,LLLLLLLL,LLLL
504,2025-02-20,16:18:14,0,+3.974,-0.455,LLLLLLLL,LLLL
505,2025-02-20,16:18:15,0,+3.977,-0.455,LLLLLLLL,LLLL
506,2025-02-20,16:18:16,0,+3.976,-0.459,LLLLLLLL,LLLL
507,2025-02-20,16:18:17,0,+3.979,-0.458,LLLLLLLL,LLLL
508,2025-02-20,16:18:18,0,+3.975,-0.459,LLLLLLLL,LLLL
509,2025-02-20,16:18:19,0,+3.976,-0.455,LLLLLLLL,LLLL
510,2025-02-20,16:18:20,0,+3.974,-0.458,LLLLLLLL,LLLL
511,2025-02-20,16:18:21,0,+3.975,-0.459,LLLLLLLL,LLLL
512,2025-02-20,16:18:22,0,+3.976,-0.458,LLLLLLLL,LLLL
513,2025-02-20,16:18:23,0,+3.974,-0.455,LLLLLLLL,LLLL
514,2025-02-20,16:18:24,0,+3.975,-0.457,LLLLLLLL,LLLL
515,2025-02-20,16:18:25,0,+3.976,-0.458,LLLLLLLL,LLLL
516,2025-02-20,16:18:26,0,+3.974,-0.459,LLLLLLLL,LLLL
517,2025-02-20,16:18:27,0,+3.974,-0.458,LLLLLLLL,LLLL
518,2025-02-20,16:18:28,0,+3.974,-0.457,LLLLLLLL,LLLL
519,2025-02-20,16:18:29,0,+3.973,-0.457,LLLLLLLL,LLLL
520,2025-02-20,16:18:30,0,+3.973,-0.459,LLLLLLLL,LLLL
521,2025-02-20,16:18:31,0,+3.974,-0.457,LLLLLLLL,LLLL
522,2025-02-20,16:18:32,0,+3.975,-0.458,LLLLLLLL,LLLL
523,2025-02-20,16:18:33,0,+3.973,-0.454,LLLLLLLL,LLLL
524,2025-02-20,16:18:34,0,+3.973,-0.458,LLLLLLLL,LLLL
525,2025-02-20,16:18:35,0,+3.973,-0.458,LLLLLLLL,LLLL
526,2025-02-20,16:18:36,0,+3.970,-0.458,LLLLLLLL,LLLL
527,2025-02-20,16:18:37,0,+3.975,-0.455,LLLLLLLL,LLLL
528,2025-02-20,16:18:38,0,+3.972,-0.458,LLLLLLLL,LLLL
529,2025-02-20,16:18:39,0,+3.972,-0.457,LLLLLLLL,LLLL
530,2025-02-20,16:18:40,0,+3.975,-0.457,LLLLLLLL,LLLL
531,2025-02-20,16:18:41,0,+3.972,-0.456,LLLLLLLL,LLLL
532,2025-02-20,16:18:42,0,+3.972,-0.457,LLLLLLLL,LLLL
533,2025-02-20,16:18:43,0,+3.970,-0.458,LLLLLLLL,LLLL
534,2025-02-20,16:18:44,0,+3.970,-0.455,LLLLLLLL,LLLL
535,2025-02-20,16:18:45,0,+3.969,-0.460,LLLLLLLL,LLLL
536,2025-02-20,16:18:46,0,+3.971,-0.458,LLLLLLLL,LLLL
537,2025-02-20,16:18:47,0,+3.970,-0.458,LLLLLLLL,LLLL
538,2025-02-20,16:18:48,0,+3.972,-0.458,LLLLLLLL,LLLL
539,2025-02-20,16:18:49,0,+3.971,-0.457,LLLLLLLL,LLLL
540,2025-02-20,16:18:50,0,+3.972,-0.456,LLLLLLLL,LLLL
541,2025-02-20,16:18:51,0,+3.973,-0.458,LLLLLLLL,LLLL
542,2025-02-20,16:18:52,0,+3.973,-0.459,LLLLLLLL,LLLL
543,2025-02-20,16:18:53,0,+3.972,-0.455,LLLLLLLL,LLLL
544,2025-02-20,16:18:54,0,+3.974,-0.459,LLLLLLLL,LLLL
545,2025-02-20,16:18:55,0,+3.971,-0.456,LLLLLLLL,LLLL
546,2025-02-20,16:18:56,0,+3.972,-0.459,LLLLLLLL,LLLL
547,2025-02-20,16:18:57,0,+3.972,-0.456,LLLLLLLL,LLLL
548,2025-02-20,16:18:58,0,+3.971,-0.458,LLLLLLLL,LLLL
549,2025-02-20,16:18:59,0,+3.973,-0.457,LLLLLLLL,LLLL
550,2025-02-20,16:19:00,0,+3.970,-0.457,LLLLLLLL,LLLL
551,2025-02-20,16:19:01,0,+3.971,-0.456,LLLLLLLL,LLLL
552,2025-02-20,16:19:02,0,+3.972,-0.459,LLLLLLLL,LLLL
553,2025-02-20,16:19:03,0,+3.970,-0.455,LLLLLLLL,LLLL
554,2025-02-20,16:19:04,0,+3.968,-0.456,LLLLLLLL,LLLL
555,2025-02-20,16:19:05,0,+3.968,-0.456,LLLLLLLL,LLLL
556,2025-02-20,16:19:06,0,+3.972,-0.456,LLLLLLLL,LLLL
557,2025-02-20,16:19:07,0,+3.966,-0.456,LLLLLLLL,LLLL
558,2025-02-20,16:19:08,0,+3.970,-0.456,LLLLLLLL,LLLL
559,2025-02-20,16:19:09,0,+3.968,-0.456,LLLLLLLL,LLLL
560,2025-02-20,16:19:10,0,+3.970,-0.456,LLLLLLLL,LLLL
561,2025-02-20,16:19:11,0,+3.969,-0.455,LLLLLLLL,LLLL
562,2025-02-20,16:19:12,0,+3.969,-0.457,LLLLLLLL,LLLL
563,2025-02-20,16:19:13,0,+3.969,-0.454,LLLLLLLL,LLLL
564,2025-02-20,16:19:14,0,+3.970,-0.457,LLLLLLLL,LLLL
565,2025-02-20,16:19:15,0,+3.967,-0.457,LLLLLLLL,LLLL
566,2025-02-20,16:19:16,0,+3.966,-0.458,LLLLLLLL,LLLL
567,2025-02-20,16:19:17,0,+3.967,-0.456,LLLLLLLL,LLLL
568,2025-02-20,16:19:18,0,+3.968,-0.458,LLLLLLLL,LLLL
569,2025-02-20,16:19:19,0,+3.969,-0.458,LLLLLLLL,LLLL
570,2025-02-20,16:19:20,0,+3.966,-0.456,LLLLLLLL,LLLL
571,2025-02-20,16:19:21,0,+3.969,-0.456,LLLLLLLL,LLLL
572,2025-02-20,16:19:22,0,+3.970,-0.458,LLLLLLLL,LLLL
573,2025-02-20,16:19:23,0,+3.967,-0.458,LLLLLLLL,LLLL
574,2025-02-20,16:19:24,0,+3.967,-0.456,LLLLLLLL,LLLL
575,2025-02-20,16:19:25,0,+3.966,-0.457,LLLLLLLL,LLLL
576,2025-02-20,16:19:26,0,+3.965,-0.456,LLLLLLLL,LLLL
577,2025-02-20,16:19:27,0,+3.965,-0.457,LLLLLLLL,LLLL
578,2025-02-20,16:19:28,0,+3.965,-0.458,LLLLLLLL,LLLL
579,2025-02-20,16:19:29,0,+3.967,-0.457,LLLLLLLL,LLLL
580,2025-02-20,16:19:30,0,+3.966,-0.456,LLLLLLLL,LLLL
581,2025-02-20,16:19:31,0,+3.966,-0.458,LLLLLLLL,LLLL
582,2025-02-20,16:19:32,0,+3.966,-0.456,LLLLLLLL,LLLL
583,2025-02-20,16:19:33,0,+3.965,-0.457,LLLLLLLL,LLLL
584,2025-02-20,16:19:34,0,+3.967,-0.457,LLLLLLLL,LLLL
585,2025-02-20,16:19:35,0,+3.966,-0.458,LLLLLLLL,LLLL
586,2025-02-20,16:19:36,0,+3.966,-0.453,LLLLLLLL,LLLL
587,2025-02-20,16:19:37,0,+3.966,-0.456,LLLLLLLL,LLLL
588,2025-02-20,16:19:38,0,+3.966,-0.455,LLLLLLLL,LLLL
589,2025-02-20,16:19:39,0,+3.966,-0.457,LLLLLLLL,LLLL
590,2025-02-20,16:19:40,0,+3.966,-0.459,LLLLLLLL,LLLL
591,2025-02-20,16:19:41,0,+3.965,-0.457,LLLLLLLL,LLLL
592,2025-02-20,16:19:42,0,+3.962,-0.456,LLLLLLLL,LLLL
593,2025-02-20,16:19:43,0,+3.965,-0.457,LLLLLLLL,LLLL
594,2025-02-20,16:19:44,0,+3.965,-0.456,LLLLLLLL,LLLL
595,2025-02-20,16:19:45,0,+3.963,-0.457,LLLLLLLL,LLLL
596,2025-02-20,16:19:46,0,+3.963,-0.455,LLLLLLLL,LLLL
597,2025-02-20,16:19:47,0,+3.965,-0.456,LLLLLLLL,LLLL
598,2025-02-20,16:19:48,0,+3.963,-0.458,LLLLLLLL,LLLL
599,2025-02-20,16:19:49,0,+3.966,-0.457,LLLLLLLL,LLLL
600,2025-02-20,16:19:50,0,+3.965,-0.460,LLLLLLLL,LLLL
601,2025-02-20,16:19:51,0,+3.966,-0.457,LLLLLLLL,LLLL
602,2025-02-20,16:19:52,0,+3.962,-0.458,LLLLLLLL,LLLL
603,2025-02-20,16:19:53,0,+3.962,-0.457,LLLLLLLL,LLLL
604,2025-02-20,16:19:54,0,+3.964,-0.456,LLLLLLLL,LLLL
605,2025-02-20,16:19:55,0,+3.964,-0.458,LLLLLLLL,LLLL
606,2025-02-20,16:19:56,0,+3.962,-0.458,LLLLLLLL,LLLL
607,2025-02-20,16:19:57,0,+3.960,-0.456,LLLLLLLL,LLLL
608,2025-02-20,16:19:58,0,+3.962,-0.459,LLLLLLLL,LLLL
609,2025-02-20,16:19:59,0,+3.961,-0.459,LLLLLLLL,LLLL
610,2025-02-20,16:20:00,0,+3.962,-0.458,LLLLLLLL,LLLL
611,2025-02-20,16:20:01,0,+3.961,-0.456,LLLLLLLL,LLLL
612,2025-02-20,16:20:02,0,+3.959,-0.457,LLLLLLLL,LLLL
613,2025-02-20,16:20:03,0,+3.961,-0.459,LLLLLLLL,LLLL
614,2025-02-20,16:20:04,0,+3.961,-0.456,LLLLLLLL,LLLL
615,2025-02-20,16:20:05,0,+3.961,-0.457,LLLLLLLL,LLLL
616,2025-02-20,16:20:06,0,+3.961,-0.459,LLLLLLLL,LLLL
617,2025-02-20,16:20:07,0,+3.959,-0.457,LLLLLLLL,LLLL
618,2025-02-20,16:20:08,0,+3.961,-0.458,LLLLLLLL,LLLL
619,2025-02-20,16:20:09,0,+3.961,-0.455,LLLLLLLL,LLLL
620,2025-02-20,16:20:10,0,+3.958,-0.458,LLLLLLLL,LLLL
621,2025-02-20,16:20:11,0,+3.957,-0.457,LLLLLLLL,LLLL
622,2025-02-20,16:20:12,0,+3.958,-0.457,LLLLLLLL,LLLL
623,2025-02-20,16:20:13,0,+3.958,-0.458,LLLLLLLL,LLLL
624,2025-02-20,16:20:14,0,+3.959,-0.454,LLLLLLLL,LLLL
625,2025-02-20,16:20:15,0,+3.959,-0.457,LLLLLLLL,LLLL
626,2025-02-20,16:20:16,0,+3.958,-0.456,LLLLLLLL,LLLL
627,2025-02-20,16:20:17,0,+3.959,-0.458,LLLLLLLL,LLLL
628,2025-02-20,16:20:18,0,+3.961,-0.456,LLLLLLLL,LLLL
629,2025-02-20,16:20:19,0,+3.957,-0.456,LLLLLLLL,LLLL
630,2025-02-20,16:20:20,0,+3.960,-0.458,LLLLLLLL,LLLL
631,2025-02-20,16:20:21,0,+3.958,-0.458,LLLLLLLL,LLLL
632,2025-02-20,16:20:22,0,+3.959,-0.456,LLLLLLLL,LLLL
633,2025-02-20,16:20:23,0,+3.958,-0.457,LLLLLLLL,LLLL
634,2025-02-20,16:20:24,0,+3.958,-0.457,LLLLLLLL,LLLL
635,2025-02-20,16:20:25,0,+3.957,-0.457,LLLLLLLL,LLLL
636,2025-02-20,16:20:26,0,+3.956,-0.458,LLLLLLLL,LLLL
637,2025-02-20,16:20:27,0,+3.956,-0.457,LLLLLLLL,LLLL
638,2025-02-20,16:20:28,0,+3.955,-0.456,LLLLLLLL,LLLL
639,2025-02-20,16:20:29,0,+3.954,-0.455,LLLLLLLL,LLLL
640,2025-02-20,16:20:30,0,+3.955,-0.457,LLLLLLLL,LLLL
641,2025-02-20,16:20:31,0,+3.957,-0.457,LLLLLLLL,LLLL
642,2025-02-20,16:20:32,0,+3.956,-0.457,LLLLLLLL,LLLL
643,2025-02-20,16:20:33,0,+3.955,-0.456,LLLLLLLL,LLLL
644,2025-02-20,16:20:34,0,+3.957,-0.457,LLLLLLLL,LLLL
645,2025-02-20,16:20:35,0,+3.954,-0.458,LLLLLLLL,LLLL
646,2025-02-20,16:20:36,0,+3.954,-0.457,LLLLLLLL,LLLL
647,2025-02-20,16:20:37,0,+3.955,-0.456,LLLLLLLL,LLLL
648,2025-02-20,16:20:38,0,+3.955,-0.457,LLLLLLLL,LLLL
649,2025-02-20,16:20:39,0,+3.955,-0.457,LLLLLLLL,LLLL
650,2025-02-20,16:20:40,0,+3.955,-0.455,LLLLLLLL,LLLL
651,2025-02-20,16:20:41,0,+3.954,-0.457,LLLLLLLL,LLLL
652,2025-02-20,16:20:42,0,+3.953,-0.456,LLLLLLLL,LLLL
653,2025-02-20,16:20:43,0,+3.955,-0.458,LLLLLLLL,LLLL
654,2025-02-20,16:20:44,0,+3.953,-0.456,LLLLLLLL,LLLL
655,2025-02-20,16:20:45,0,+3.953,-0.458,LLLLLLLL,LLLL
656,2025-02-20,16:20:46,0,+3.949,-0.457,LLLLLLLL,LLLL
657,2025-02-20,16:20:47,0,+3.953,-0.457,LLLLLLLL,LLLL
658,2025-02-20,16:20:48,0,+3.953,-0.458,LLLLLLLL,LLLL
659,2025-02-20,16:20:49,0,+3.953,-0.456,LLLLLLLL,LLLL
660,2025-02-20,16:20:50,0,+3.951,-0.458,LLLLLLLL,LLLL
661,2025-02-20,16:20:51,0,+3.951,-0.458,LLLLLLLL,LLLL
662,2025-02-20,16:20:52,0,+3.953,-0.455,LLLLLLLL,LLLL
